1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
3776, none, terralith:white_mesa, MONSTER, minecraft:skeleton, 30, 4, 4
3777, none, terralith:white_mesa, MONSTER, minecraft:creeper, 30, 4, 4
3778, none, terralith:white_mesa, MONSTER, minecraft:slime, 30, 4, 4
3779, none, terralith:white_mesa, MONSTER, minecraft:enderman, 5, 1, 4
3780, none, terralith:white_mesa, MONSTER, minecraft:witch, 5, 1, 1
3781, none, terralith:white_mesa, MONSTER, quark:toretoise, 30, 2, 4
3782, none, terralith:white_mesa, MONSTER, quark:stoneling, 30, 1, 1
3783, none, terralith:white_mesa, CREATURE, biomemakeover:scuttler, 4, 1, 2
3784, none, terralith:white_mesa, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3785, none, terralith:white_mesa, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3786, none, terralith:white_mesa, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3787, none, terralith:white_mesa, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3788, none, terralith:white_mesa, AMBIENT, minecraft:bat, 10, 8, 8
3789, none, terralith:white_mesa, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3790, jungle, terralith:jungle_mountains, MONSTER, minecraft:spider, 30, 4, 4
3791, jungle, terralith:jungle_mountains, MONSTER, minecraft:zombie, 30, 4, 4
3792, jungle, terralith:jungle_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
3793, jungle, terralith:jungle_mountains, MONSTER, minecraft:skeleton, 30, 4, 4
3794, jungle, terralith:jungle_mountains, MONSTER, minecraft:slime, 30, 4, 4
3795, jungle, terralith:jungle_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3796, jungle, terralith:jungle_mountains, MONSTER, minecraft:witch, 5, 1, 1
3797, jungle, terralith:jungle_mountains, MONSTER, minecraft:ocelot, 2, 1, 3
3798, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
3799, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
3800, jungle, terralith:jungle_mountains, MONSTER, quark:toretoise, 30, 2, 4
3801, jungle, terralith:jungle_mountains, MONSTER, quark:stoneling, 30, 1, 1
3802, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
3803, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
3804, jungle, terralith:jungle_mountains, CREATURE, minecraft:parrot, 30, 1, 2
3805, jungle, terralith:jungle_mountains, CREATURE, minecraft:panda, 1, 1, 2
3806, jungle, terralith:jungle_mountains, CREATURE, cnb:lizard, 30, 1, 4
3807, jungle, terralith:jungle_mountains, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3808, jungle, terralith:jungle_mountains, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3809, jungle, terralith:jungle_mountains, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
3810, jungle, terralith:jungle_mountains, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
3811, jungle, terralith:jungle_mountains, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3812, jungle, terralith:jungle_mountains, CREATURE, finsandtails:siderol_whiskered_snail, 20, 1, 2
3813, jungle, terralith:jungle_mountains, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3814, jungle, terralith:jungle_mountains, CREATURE, environmental:yak, 8, 2, 4
3815, jungle, terralith:jungle_mountains, CREATURE, mythicmounts:courierbird, 20, 2, 4
3816, jungle, terralith:jungle_mountains, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 1
3817, jungle, terralith:jungle_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3818, jungle, terralith:jungle_mountains, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3819, jungle, terralith:jungle_mountains, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3820, jungle, terralith:jungle_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3821, jungle, terralith:jungle_mountains, WATER_AMBIENT, finsandtails:pea_wee, 20, 1, 3
3822, jungle, terralith:jungle_mountains, WATER_AMBIENT, finsandtails:vibra_wee, 20, 2, 5
3823, jungle, terralith:jungle_mountains, WATER_AMBIENT, aquaculture:piranha, 5, 1, 6
3824, jungle, terralith:jungle_mountains, WATER_AMBIENT, aquaculture:tambaqui, 5, 1, 1
3825, none, terralith:highlands, MONSTER, minecraft:spider, 30, 4, 4
3826, none, terralith:highlands, MONSTER, minecraft:zombie, 30, 4, 4
3827, none, terralith:highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
3828, none, terralith:highlands, MONSTER, minecraft:skeleton, 30, 4, 4
3829, none, terralith:highlands, MONSTER, minecraft:creeper, 30, 4, 4
3830, none, terralith:highlands, MONSTER, minecraft:slime, 30, 4, 4
3831, none, terralith:highlands, MONSTER, minecraft:enderman, 5, 1, 4
3832, none, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
3833, none, terralith:highlands, MONSTER, quark:toretoise, 30, 2, 4
3834, none, terralith:highlands, MONSTER, quark:stoneling, 30, 1, 1
3835, none, terralith:highlands, CREATURE, minecraft:horse, 5, 2, 6
3836, none, terralith:highlands, CREATURE, minecraft:donkey, 1, 1, 3
3837, none, terralith:highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3838, none, terralith:highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3839, none, terralith:highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3840, none, terralith:highlands, CREATURE, finsandtails:wherble, 3, 2, 6
3841, none, terralith:highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3842, none, terralith:highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
3843, none, terralith:highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
3844, none, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
3845, none, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3846, nether, incendium:volcanic_deltas, MONSTER, minecraft:ghast, 30, 8, 8
3847, nether, incendium:volcanic_deltas, MONSTER, minecraft:magma_cube, 30, 2, 3
3848, nether, incendium:volcanic_deltas, MONSTER, minecraft:blaze, 20, 1, 1
3849, nether, incendium:volcanic_deltas, MONSTER, minecraft:zombified_piglin, 1, 1, 4
3850, nether, incendium:volcanic_deltas, CREATURE, minecraft:strider, 30, 1, 2
3851, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3852, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:bonefish, 8, 1, 5
3853, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
3854, none, terralith:moonlight_grove, MONSTER, minecraft:spider, 30, 4, 4
3855, none, terralith:moonlight_grove, MONSTER, minecraft:zombie, 30, 4, 4
3856, none, terralith:moonlight_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
3857, none, terralith:moonlight_grove, MONSTER, minecraft:skeleton, 30, 4, 4
3858, none, terralith:moonlight_grove, MONSTER, minecraft:creeper, 30, 4, 4
3859, none, terralith:moonlight_grove, MONSTER, minecraft:slime, 30, 4, 4
3860, none, terralith:moonlight_grove, MONSTER, minecraft:enderman, 5, 1, 4
3861, none, terralith:moonlight_grove, MONSTER, minecraft:witch, 5, 1, 1
3862, none, terralith:moonlight_grove, MONSTER, quark:toretoise, 30, 2, 4
3863, none, terralith:moonlight_grove, MONSTER, quark:stoneling, 30, 1, 1
3864, none, terralith:moonlight_grove, CREATURE, minecraft:rabbit, 4, 2, 3
3865, none, terralith:moonlight_grove, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3866, none, terralith:moonlight_grove, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3867, none, terralith:moonlight_grove, CREATURE, friendsandfoes:moobloom, 30, 2, 4
3868, none, terralith:moonlight_grove, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3869, none, terralith:moonlight_grove, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3870, none, terralith:moonlight_grove, AMBIENT, minecraft:bat, 10, 8, 8
3871, none, terralith:moonlight_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3872, badlands, terralith:savanna_badlands, MONSTER, minecraft:spider, 30, 4, 4
3873, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie, 30, 4, 4
3874, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
3875, badlands, terralith:savanna_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
3876, badlands, terralith:savanna_badlands, MONSTER, minecraft:slime, 30, 4, 4
3877, badlands, terralith:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
3878, badlands, terralith:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
3879, badlands, terralith:savanna_badlands, MONSTER, quark:toretoise, 30, 2, 4
3880, badlands, terralith:savanna_badlands, MONSTER, quark:stoneling, 30, 1, 1
3881, badlands, terralith:savanna_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
3882, badlands, terralith:savanna_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
3883, badlands, terralith:savanna_badlands, CREATURE, minecraft:horse, 1, 2, 6
3884, badlands, terralith:savanna_badlands, CREATURE, minecraft:donkey, 1, 1, 1
3885, badlands, terralith:savanna_badlands, CREATURE, minecraft:llama, 8, 4, 4
3886, badlands, terralith:savanna_badlands, CREATURE, biomemakeover:scuttler, 4, 1, 2
3887, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3888, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3889, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3890, badlands, terralith:savanna_badlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3891, badlands, terralith:savanna_badlands, CREATURE, meadow:sunset_cow, 5, 1, 3
3892, badlands, terralith:savanna_badlands, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
3893, badlands, terralith:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
3894, badlands, terralith:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3895, plains, terralith:blooming_plateau, MONSTER, minecraft:spider, 30, 4, 4
3896, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie, 30, 4, 4
3897, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
3898, plains, terralith:blooming_plateau, MONSTER, minecraft:skeleton, 30, 4, 4
3899, plains, terralith:blooming_plateau, MONSTER, minecraft:creeper, 30, 4, 4
3900, plains, terralith:blooming_plateau, MONSTER, minecraft:slime, 30, 4, 4
3901, plains, terralith:blooming_plateau, MONSTER, minecraft:enderman, 5, 1, 4
3902, plains, terralith:blooming_plateau, MONSTER, minecraft:witch, 5, 1, 1
3903, plains, terralith:blooming_plateau, MONSTER, quark:toretoise, 30, 2, 4
3904, plains, terralith:blooming_plateau, MONSTER, quark:stoneling, 30, 1, 1
3905, plains, terralith:blooming_plateau, CREATURE, minecraft:donkey, 1, 1, 2
3906, plains, terralith:blooming_plateau, CREATURE, minecraft:rabbit, 2, 2, 6
3907, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3908, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3909, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3910, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3911, plains, terralith:blooming_plateau, CREATURE, meadow:cookie_cow, 5, 1, 3
3912, plains, terralith:blooming_plateau, CREATURE, meadow:cream_cow, 5, 1, 3
3913, plains, terralith:blooming_plateau, CREATURE, meadow:pinto_cow, 5, 1, 3
3914, plains, terralith:blooming_plateau, CREATURE, meadow:flecked_sheep, 5, 1, 3
3915, plains, terralith:blooming_plateau, CREATURE, meadow:fuzzy_sheep, 5, 1, 3
3916, plains, terralith:blooming_plateau, CREATURE, meadow:long_nosed_sheep, 5, 1, 3
3917, plains, terralith:blooming_plateau, CREATURE, meadow:patched_sheep, 5, 1, 3
3918, plains, terralith:blooming_plateau, CREATURE, meadow:albino_cow, 5, 1, 3
3919, plains, terralith:blooming_plateau, AMBIENT, sprout:elephant, 2, 1, 1
3920, plains, terralith:blooming_plateau, AMBIENT, minecraft:bat, 10, 8, 8
3921, plains, terralith:blooming_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3922, none, terralith:cave/ice_caves, MONSTER, minecraft:spider, 30, 4, 4
3923, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie, 30, 4, 4
3924, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
3925, none, terralith:cave/ice_caves, MONSTER, minecraft:skeleton, 30, 4, 4
3926, none, terralith:cave/ice_caves, MONSTER, minecraft:creeper, 30, 4, 4
3927, none, terralith:cave/ice_caves, MONSTER, minecraft:slime, 30, 4, 4
3928, none, terralith:cave/ice_caves, MONSTER, minecraft:enderman, 5, 1, 4
3929, none, terralith:cave/ice_caves, MONSTER, minecraft:witch, 5, 1, 1
3930, none, terralith:cave/ice_caves, MONSTER, quark:toretoise, 30, 2, 4
3931, none, terralith:cave/ice_caves, MONSTER, quark:stoneling, 30, 1, 1
3932, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3933, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3934, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3935, none, terralith:cave/ice_caves, CREATURE, finsandtails:wherble, 3, 2, 6
3936, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3937, none, terralith:cave/ice_caves, AMBIENT, minecraft:bat, 10, 8, 8
3938, none, terralith:cave/ice_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
3939, none, terralith:cave/ice_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3940, none, terralith:cave/ice_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3941, desert, terralith:desert_oasis, MONSTER, minecraft:spider, 30, 4, 4
3942, desert, terralith:desert_oasis, MONSTER, minecraft:zombie, 19, 4, 4
3943, desert, terralith:desert_oasis, MONSTER, minecraft:zombie_villager, 1, 1, 1
3944, desert, terralith:desert_oasis, MONSTER, minecraft:skeleton, 30, 4, 4
3945, desert, terralith:desert_oasis, MONSTER, minecraft:slime, 30, 4, 4
3946, desert, terralith:desert_oasis, MONSTER, minecraft:enderman, 5, 1, 4
3947, desert, terralith:desert_oasis, MONSTER, minecraft:witch, 5, 1, 1
3948, desert, terralith:desert_oasis, MONSTER, minecraft:husk, 30, 4, 4
3949, desert, terralith:desert_oasis, MONSTER, quark:toretoise, 30, 2, 4
3950, desert, terralith:desert_oasis, MONSTER, quark:stoneling, 30, 1, 1
3951, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
3952, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:desert_creeper, 30, 2, 2
3953, desert, terralith:desert_oasis, CREATURE, minecraft:rabbit, 4, 2, 3
3954, desert, terralith:desert_oasis, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3955, desert, terralith:desert_oasis, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3956, desert, terralith:desert_oasis, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3957, desert, terralith:desert_oasis, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3958, desert, terralith:desert_oasis, CREATURE, ecologics:camel, 5, 1, 2
3959, desert, terralith:desert_oasis, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
3960, desert, terralith:desert_oasis, AMBIENT, minecraft:bat, 10, 8, 8
3961, desert, terralith:desert_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3962, desert, terralith:desert_oasis, WATER_AMBIENT, aquaculture:bayad, 5, 1, 1
3963, desert, terralith:desert_oasis, WATER_AMBIENT, aquaculture:boulti, 5, 1, 2
3964, desert, terralith:desert_oasis, WATER_AMBIENT, aquaculture:capitaine, 5, 1, 2
3965, desert, terralith:desert_oasis, WATER_AMBIENT, aquaculture:synodontis, 5, 1, 1
3966, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 30, 4, 4
3967, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 30, 4, 4
3968, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
3969, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
3970, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:creeper, 30, 4, 4
3971, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 30, 4, 4
3972, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 5, 1, 4
3973, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
3974, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:toretoise, 30, 2, 4
3975, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:stoneling, 30, 1, 1
3976, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3977, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3978, extreme_hills, terralith:volcanic_peaks, CREATURE, quark:shiba, 30, 1, 3
3979, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3980, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3981, extreme_hills, terralith:volcanic_peaks, AMBIENT, minecraft:bat, 10, 8, 8
3982, extreme_hills, terralith:volcanic_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3983, none, terralith:cave/tuff_caves, MONSTER, minecraft:spider, 30, 4, 4
3984, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie, 30, 4, 4
3985, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
3986, none, terralith:cave/tuff_caves, MONSTER, minecraft:skeleton, 30, 4, 4
3987, none, terralith:cave/tuff_caves, MONSTER, minecraft:creeper, 30, 4, 4
3988, none, terralith:cave/tuff_caves, MONSTER, minecraft:slime, 30, 4, 4
3989, none, terralith:cave/tuff_caves, MONSTER, minecraft:enderman, 5, 1, 4
3990, none, terralith:cave/tuff_caves, MONSTER, minecraft:witch, 5, 1, 1
3991, none, terralith:cave/tuff_caves, MONSTER, quark:toretoise, 30, 2, 4
3992, none, terralith:cave/tuff_caves, MONSTER, quark:stoneling, 30, 1, 1
3993, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3994, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3995, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3996, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3997, none, terralith:cave/tuff_caves, AMBIENT, minecraft:bat, 10, 8, 8
3998, none, terralith:cave/tuff_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
3999, none, terralith:cave/tuff_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
4000, none, terralith:cave/tuff_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
4001, none, meadow:meadow_clearing, MONSTER, minecraft:spider, 30, 4, 4
4002, none, meadow:meadow_clearing, MONSTER, minecraft:zombie, 30, 4, 4
4003, none, meadow:meadow_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
4004, none, meadow:meadow_clearing, MONSTER, minecraft:skeleton, 30, 4, 4
4005, none, meadow:meadow_clearing, MONSTER, minecraft:creeper, 30, 4, 4
4006, none, meadow:meadow_clearing, MONSTER, minecraft:slime, 30, 4, 4
4007, none, meadow:meadow_clearing, MONSTER, minecraft:enderman, 5, 1, 4
4008, none, meadow:meadow_clearing, MONSTER, minecraft:witch, 5, 1, 1
4009, none, meadow:meadow_clearing, MONSTER, quark:toretoise, 30, 2, 4
4010, none, meadow:meadow_clearing, MONSTER, quark:stoneling, 30, 1, 1
4011, none, meadow:meadow_clearing, CREATURE, minecraft:horse, 5, 2, 6
4012, none, meadow:meadow_clearing, CREATURE, minecraft:donkey, 1, 1, 2
4013, none, meadow:meadow_clearing, CREATURE, minecraft:rabbit, 2, 2, 6
4014, none, meadow:meadow_clearing, CREATURE, meadow:brown_bear, 5, 2, 3
4015, none, meadow:meadow_clearing, CREATURE, meadow:cookie_cow, 8, 3, 5
4016, none, meadow:meadow_clearing, CREATURE, meadow:fuzzy_sheep, 12, 3, 5
4017, none, meadow:meadow_clearing, CREATURE, meadow:patched_sheep, 14, 3, 5
4018, none, meadow:meadow_clearing, CREATURE, meadow:highland_cattle, 13, 3, 5
4019, none, meadow:meadow_clearing, CREATURE, meadow:inky_sheep, 9, 3, 5
4020, none, meadow:meadow_clearing, CREATURE, meadow:dairy_cow, 8, 3, 5
4021, none, meadow:meadow_clearing, CREATURE, meadow:cream_cow, 5, 1, 3
4022, none, meadow:meadow_clearing, CREATURE, meadow:pinto_cow, 5, 1, 3
4023, none, meadow:meadow_clearing, CREATURE, meadow:flecked_sheep, 5, 1, 3
4024, none, meadow:meadow_clearing, CREATURE, meadow:fuzzy_sheep, 5, 1, 3
4025, none, meadow:meadow_clearing, CREATURE, meadow:long_nosed_sheep, 5, 1, 3
4026, none, meadow:meadow_clearing, CREATURE, meadow:patched_sheep, 5, 1, 3
4027, none, meadow:meadow_clearing, CREATURE, meadow:albino_cow, 5, 1, 3
4028, none, meadow:meadow_clearing, AMBIENT, minecraft:bat, 10, 8, 8
4029, none, meadow:meadow_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
4030, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
4031, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4032, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
4033, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4034, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4035, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
4036, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:jellyfish, 30, 1, 3
4037, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
4038, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4039, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4040, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4041, none, meadow:meadow_clearing, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4042, none, terralith:alpine_highlands, MONSTER, minecraft:spider, 30, 4, 4
4043, none, terralith:alpine_highlands, MONSTER, minecraft:zombie, 30, 4, 4
4044, none, terralith:alpine_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
4045, none, terralith:alpine_highlands, MONSTER, minecraft:skeleton, 30, 4, 4
4046, none, terralith:alpine_highlands, MONSTER, minecraft:creeper, 30, 4, 4
4047, none, terralith:alpine_highlands, MONSTER, minecraft:slime, 30, 4, 4
4048, none, terralith:alpine_highlands, MONSTER, minecraft:enderman, 5, 1, 4
4049, none, terralith:alpine_highlands, MONSTER, minecraft:witch, 5, 1, 1
4050, none, terralith:alpine_highlands, MONSTER, quark:toretoise, 30, 2, 4
4051, none, terralith:alpine_highlands, MONSTER, quark:stoneling, 30, 1, 1
4052, none, terralith:alpine_highlands, CREATURE, minecraft:horse, 5, 2, 6
4053, none, terralith:alpine_highlands, CREATURE, minecraft:donkey, 1, 1, 3
4054, none, terralith:alpine_highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
4055, none, terralith:alpine_highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
4056, none, terralith:alpine_highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
4057, none, terralith:alpine_highlands, CREATURE, finsandtails:wherble, 3, 2, 6
4058, none, terralith:alpine_highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
4059, none, terralith:alpine_highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
4060, none, terralith:alpine_highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
4061, none, terralith:alpine_highlands, CREATURE, mythicmounts:direwolf, 20, 2, 4
4062, none, terralith:alpine_highlands, AMBIENT, minecraft:bat, 10, 8, 8
4063, none, terralith:alpine_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
4064, none, terralith:cave/granite_caves, MONSTER, minecraft:spider, 30, 4, 4
4065, none, terralith:cave/granite_caves, MONSTER, minecraft:zombie, 30, 4, 4
4066, none, terralith:cave/granite_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
4067, none, terralith:cave/granite_caves, MONSTER, minecraft:skeleton, 30, 4, 4
4068, none, terralith:cave/granite_caves, MONSTER, minecraft:creeper, 30, 4, 4
4069, none, terralith:cave/granite_caves, MONSTER, minecraft:slime, 30, 4, 4
4070, none, terralith:cave/granite_caves, MONSTER, minecraft:enderman, 5, 1, 4
4071, none, terralith:cave/granite_caves, MONSTER, minecraft:witch, 5, 1, 1
4072, none, terralith:cave/granite_caves, MONSTER, quark:toretoise, 30, 2, 4
4073, none, terralith:cave/granite_caves, MONSTER, quark:stoneling, 30, 1, 1
4074, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
4075, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
4076, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
4077, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
4078, none, terralith:cave/granite_caves, AMBIENT, minecraft:bat, 10, 8, 8
4079, none, terralith:cave/granite_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
4080, none, terralith:cave/granite_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
4081, none, terralith:cave/granite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
4082, none, terralith:skylands, MONSTER, minecraft:spider, 30, 4, 4
4083, none, terralith:skylands, MONSTER, minecraft:zombie, 30, 4, 4
4084, none, terralith:skylands, MONSTER, minecraft:zombie_villager, 5, 1, 1
4085, none, terralith:skylands, MONSTER, minecraft:skeleton, 30, 4, 4
4086, none, terralith:skylands, MONSTER, minecraft:creeper, 30, 4, 4
4087, none, terralith:skylands, MONSTER, minecraft:slime, 30, 4, 4
4088, none, terralith:skylands, MONSTER, minecraft:enderman, 5, 1, 4
4089, none, terralith:skylands, MONSTER, minecraft:witch, 5, 1, 1
4090, none, terralith:skylands, MONSTER, minecraft:drowned, 5, 1, 1
4091, none, terralith:skylands, MONSTER, quark:toretoise, 30, 2, 4
